2454610,27763,231611854,2014-01-09
2454610,27763,231661854,2014-02-06
2454610,27763,231701854,2014-02-25
2454610,27763,231741854,2014-03-08
2454610,27763,231781854,2014-04-03
2454610,27763,231821854,2014-04-10
2454610,27763,231861854,2014-04-26
2454610,27763,231901854,2014-05-08
2454610,27763,231941854,2014-05-21
2454610,27763,232187854,2014-05-28
2450000,27761,232317954,2014-01-16
2450000,27761,232444854,2014-02-17
2455820,27784,234209854,2014-02-21
2455820,27784,234509854,2014-03-01
2455820,27784,234769854,2014-05-03
2455820,27784,235029854,2014-06-30
2455820,27784,235159854,2014-08-14
2455820,27784,235289854,2014-09-08
2450000,27772,237956654,2014-01-09
2450000,27772,238056654,2014-01-16
2450000,27772,238156654,2014-02-03
2450000,27772,238216654,2014-02-10
2450000,27772,238266654,2014-02-17
2450000,27772,238326654,2014-02-25
2450000,27772,238326654,2014-02-28
2450000,27772,238376654,2014-03-03
2450000,27772,238416654,2014-03-08
2450000,27772,238466654,2014-03-20
2450000,27772,238536654,2014-03-26
2450000,27772,238586654,2014-03-31
2450000,27772,238636654,2014-04-08
2450000,27772,238686654,2014-04-21
2450000,27772,238776654,2014-05-05
2450000,27772,238876654,2014-05-19
2450000,27772,238926654,2014-06-19
2450000,27772,238976654,2014-06-24
2450000,27772,239016654,2014-06-27
2450000,27772,239059654,2014-07-08
2456600,27779,239172654,2014-01-28
2456600,27779,239272654,2014-02-11
2456600,27779,239422654,2014-03-06
2456600,27779,239566654,2014-04-30
2456600,27779,239680654,2014-05-31
2456600,27779,239800654,2014-06-24
2456600,27779,239915654,2014-08-04
2456600,27779,240045654,2014-08-31
2456600,27779,240162654,2014-10-08
2456600,27779,240272654,2014-11-30
2457150,27817,243367054,2014-01-14
2457150,27817,243469054,2014-02-20
2457150,27817,243571054,2014-03-14
2457150,27817,243673054,2014-05-05
2457150,27817,243775054,2014-05-19
2457150,27817,243877054,2014-06-16
2457150,27817,243979054,2014-07-15
2457150,27817,244081054,2014-08-19
2457150,27817,244183054,2014-10-20
2457250,27805,244197054,2014-01-03
2457250,27805,244247054,2014-01-24
2457250,27805,244297054,2014-01-29
2457250,27805,244347054,2014-02-24
2457250,27805,244397054,2014-03-03
2457250,27805,244447054,2014-03-25
2457250,27805,244494054,2014-04-09
2457250,27805,244541054,2014-04-24
2457250,27805,244591054,2014-05-06
2457250,27805,244641054,2014-05-22
2457250,27805,244691054,2014-06-18
2457250,27805,244741054,2014-07-09
2457250,27805,244791054,2014-07-15
2457250,27805,244839054,2014-07-26
2457250,27805,244889054,2014-09-05
2457250,27805,244939054,2014-09-24
2457250,27805,244989054,2014-10-14
2457250,27805,245039054,2014-10-30
2457250,27805,245089054,2014-11-13
2457250,27805,245139054,2014-11-18
2457250,27805,245189054,2014-12-02
2457250,27805,245239054,2014-12-22
2457250,27805,245295054,2014-12-31
2457360,27806,245357554,2014-01-21
2457360,27806,245415054,2014-02-20
2457360,27806,245472054,2014-03-18
2457360,27806,245527054,2014-04-21
2457360,27806,245605554,2014-05-19
2457900,27792,246574954,2014-01-21
2457900,27792,246690954,2014-03-27
2457900,27792,246790954,2014-04-26
2457900,27792,246910954,2014-05-20
2457900,27792,247172954,2014-06-20
2450000,27799,250183554,2014-01-21
2450000,27799,250303554,2014-02-20
2450000,27799,250423554,2014-03-20
2450000,27799,250543554,2014-04-21
2450000,27799,250663554,2014-05-21
2450000,27799,250783554,2014-06-21
2450000,27799,250903554,2014-07-21
2450000,27799,251011554,2014-08-08
2450000,27811,257490954,2014-01-08
2450000,27811,257560954,2014-02-12
2450000,27811,257630954,2014-03-10
2450000,27811,257700954,2014-04-09
2450000,27811,257770954,2014-05-08
2450000,27811,257829954,2014-06-06
2450000,27813,257989954,2014-02-19
2450000,27813,258065954,2014-03-26
2450000,27813,258147954,2014-04-24
2450000,27813,258227954,2014-06-03
2450000,27813,258307954,2014-06-30
2450000,27813,258387954,2014-08-04
2450000,27813,258487954,2014-09-01
2450000,27813,258531154,2014-10-06
2458800,27818,258578454,2014-01-10
2458800,27818,258625754,2014-01-21
2458800,27818,258673054,2014-02-12
2458800,27818,258720354,2014-02-28
